seller_type,bedroom,layout_type,property_type,locality,price,area,furnish_type,bathroom
OWNER,2.0,BHK,Independent Floor,Kalkaji,25000.0,1050.0,Semi-Furnished,2.0
OWNER,2.0,BHK,Apartment,Sector 8 Dwarka,14000.0,850.0,Semi-Furnished,2.0
OWNER,2.0,BHK,Apartment,Janakpuri,14000.0,710.0,Semi-Furnished,1.0
OWNER,4.0,BHK,Apartment,Sector 13 Dwarka,35000.0,1500.0,Semi-Furnished,3.0
OWNER,3.0,BHK,Independent Floor,DLF Phase 5,30000.0,1250.0,Semi-Furnished,2.0
OWNER,1.0,BHK,Apartment,Pushpanjali Farms,6000.0,1000.0,Semi-Furnished,1.0
OWNER,2.0,BHK,Independent Floor,Sultan Puri,6000.0,400.0,Unfurnished,1.0
OWNER,2.0,BHK,Independent Floor,Goyla Khurd,5500.0,700.0,Unfurnished,1.0
OWNER,3.0,BHK,Independent Floor,Uttam Nagar,15000.0,990.0,Semi-Furnished,3.0
OWNER,3.0,BHK,Independent Floor,Uttam Nagar,11000.0,990.0,Semi-Furnished,2.0
OWNER,2.0,BHK,Independent House,Ganesh Nagar,10000.0,500.0,Unfurnished,1.0
OWNER,1.0,RK,Studio Apartment,Palam,5000.0,200.0,Semi-Furnished,1.0
OWNER,2.0,BHK,Independent House,Vasant Vihar,22000.0,750.0,Semi-Furnished,1.0
OWNER,1.0,RK,Studio Apartment,Chattarpur,5500.0,300.0,Furnished,1.0
OWNER,1.0,BHK,Independent Floor,Ghevra,3500.0,600.0,Semi-Furnished,1.0
OWNER,3.0,BHK,Independent Floor,Sector 19 Dwarka,25000.0,2000.0,Semi-Furnished,3.0
OWNER,1.0,BHK,Independent Floor,mayur vihar phase 1,12000.0,455.0,Semi-Furnished,1.0
OWNER,3.0,BHK,Independent Floor,Ashok Vihar,44900.0,1783.0,Semi-Furnished,3.0
OWNER,1.0,BHK,Independent Floor,Hari Nagar Ashram,14000.0,860.0,Unfurnished,2.0
OWNER,2.0,BHK,Apartment,Chattarpur,14000.0,1100.0,Semi-Furnished,2.0
OWNER,1.0,RK,Studio Apartment,Madangir,6000.0,380.0,Semi-Furnished,1.0
OWNER,3.0,BHK,Apartment,Kirti Nagar,35000.0,1650.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Sector 9 Dwarka,28000.0,1700.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Sector 22 Dwarka,35000.0,1700.0,Furnished,3.0
AGENT,3.0,BHK,Apartment,Sector 22 Dwarka,35000.0,1700.0,Semi-Furnished,2.0
AGENT,5.0,BHK,Apartment,Sector 22 Dwarka,78000.0,3000.0,Furnished,5.0
AGENT,5.0,BHK,Apartment,Sector 19 Dwarka,68000.0,3200.0,Furnished,5.0
AGENT,1.0,RK,Studio Apartment,New Ashok Nagar,5700.0,280.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Apartment,Rajinder Nagar,53500.0,1300.0,Furnished,3.0
AGENT,4.0,BHK,Apartment,Greater Kailash,150000.0,2700.0,Furnished,4.0
AGENT,2.0,BHK,Apartment,Sheikh Sarai,22000.0,900.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Hauz Khas,100000.0,2200.0,Furnished,3.0
AGENT,2.0,BHK,Apartment,Sheikh Sarai,20000.0,950.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Khirki Extension,35000.0,1250.0,Semi-Furnished,3.0
AGENT,1.0,BHK,Apartment,Khirki Extension,17500.0,650.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Apartment,Sheikh Sarai,24000.0,900.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Sheikh Sarai,31000.0,1250.0,Semi-Furnished,2.0
AGENT,1.0,BHK,Apartment,Sheikh Sarai,14500.0,600.0,Semi-Furnished,1.0
AGENT,1.0,RK,Studio Apartment,Saket,22500.0,400.0,Furnished,1.0
AGENT,3.0,BHK,Apartment,Sector 12 Dwarka,30000.0,1600.0,Semi-Furnished,2.0
AGENT,1.0,BHK,Apartment,Sector 11 Dwarka,15000.0,550.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Apartment,Sector 14 Dwarka,12000.0,550.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Apartment,Sector 10 Dwarka,28000.0,1600.0,Semi-Furnished,2.0
AGENT,1.0,BHK,Apartment,Sector 14 Dwarka,11000.0,550.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Apartment,Sector 23 Dwarka,7500.0,500.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Apartment,Sector 23 Dwarka,7500.0,450.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Apartment,Sector 12 Dwarka,26000.0,1550.0,Semi-Furnished,2.0
AGENT,1.0,BHK,Apartment,Sector-18 Dwarka,15000.0,600.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Apartment,Sector 18A Dwarka,18000.0,1100.0,Semi-Furnished,2.0
AGENT,1.0,BHK,Apartment,Sector-18 Dwarka,10000.0,550.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Apartment,Sector-18 Dwarka,29000.0,1800.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Sector 22 Dwarka,32000.0,1800.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,dwarka sector 17,23000.0,1600.0,Semi-Furnished,3.0
AGENT,1.0,BHK,Apartment,Sector-18 Dwarka,12000.0,550.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Apartment,Sector-18 Dwarka,12500.0,600.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Apartment,Sector 23 Dwarka,7600.0,400.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Apartment,Sector 11 Dwarka,14500.0,600.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Apartment,Sector 23 Dwarka,30000.0,1800.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Sector 19 Dwarka,26000.0,1600.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Saket,18000.0,1000.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Karol Bagh,80000.0,2307.0,Furnished,3.0
AGENT,1.0,BHK,Apartment,Vasant Kunj,18000.0,600.0,Furnished,1.0
AGENT,3.0,BHK,Apartment,Vasant Kunj,55000.0,1850.0,Semi-Furnished,2.0
AGENT,4.0,BHK,Apartment,Vasant Kunj,95000.0,2000.0,Furnished,4.0
AGENT,1.0,BHK,Apartment,Vasant Kunj,20000.0,650.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Apartment,Vasant Kunj,60000.0,1900.0,Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Sector 8 Rohini,27000.0,750.0,Furnished,2.0
AGENT,1.0,BHK,Independent Floor,mayur vihar phase 1,13000.0,650.0,Furnished,1.0
AGENT,1.0,BHK,Independent Floor,mayur vihar phase 1,12000.0,650.0,Unfurnished,1.0
AGENT,4.0,BHK,Independent House,Vasant Vihar,214000.0,3600.0,Semi-Furnished,4.0
AGENT,4.0,BHK,Apartment,Vasant Vihar,235000.0,3600.0,Semi-Furnished,4.0
AGENT,5.0,BHK,Independent Floor,Hauz Khas,600000.0,7000.0,Semi-Furnished,5.0
AGENT,4.0,BHK,Independent House,Jor bagh,900000.0,3550.0,Semi-Furnished,4.0
AGENT,5.0,BHK,Independent House,Connaught Place,1000000.0,5000.0,Semi-Furnished,5.0
AGENT,4.0,BHK,Independent Floor,Munirka,385000.0,7000.0,Semi-Furnished,4.0
AGENT,4.0,BHK,Independent Floor,Vasant Vihar,450000.0,7000.0,Semi-Furnished,4.0
AGENT,4.0,BHK,Independent Floor,Vasant Vihar,345000.0,5400.0,Semi-Furnished,4.0
AGENT,4.0,BHK,Independent Floor,Vasant Vihar,315000.0,5400.0,Semi-Furnished,4.0
AGENT,2.0,BHK,Apartment,Vasant Kunj,30000.0,1000.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Vasant Kunj,40000.0,1550.0,Semi-Furnished,2.0
AGENT,1.0,BHK,Apartment,Vasant Kunj,18500.0,600.0,Furnished,1.0
AGENT,3.0,BHK,Apartment,Vasant Kunj,38000.0,1550.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Vasant Kunj,38000.0,1650.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Vasant Kunj,55000.0,1900.0,Furnished,3.0
AGENT,2.0,BHK,Apartment,Vasant Kunj,52000.0,1250.0,Furnished,2.0
AGENT,3.0,BHK,Apartment,Vasant Kunj,55000.0,1780.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Vasant Kunj,60000.0,1850.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Vasant Kunj,55000.0,1650.0,Furnished,2.0
AGENT,2.0,BHK,Apartment,Vasant Kunj,30000.0,1050.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Apartment,Vasant Kunj,32000.0,1050.0,Semi-Furnished,2.0
AGENT,4.0,BHK,Independent Floor,Neeti Bagh,250000.0,2900.0,Semi-Furnished,4.0
AGENT,2.0,BHK,Apartment,Sheikh Sarai,21000.0,900.0,Semi-Furnished,2.0
AGENT,1.0,BHK,Apartment,Malviya Nagar,35000.0,650.0,Furnished,1.0
AGENT,3.0,BHK,Apartment,Green Park,85000.0,2650.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,South Extension 2,180000.0,2500.0,Furnished,3.0
AGENT,3.0,BHK,Apartment,Defence Colony,145000.0,2650.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Apartment,Sheikh Sarai,30000.0,950.0,Semi-Furnished,2.0
AGENT,4.0,BHK,Apartment,Greater kailash 1,175000.0,2700.0,Semi-Furnished,4.0
AGENT,3.0,BHK,Apartment,Green Park,115000.0,2500.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Apartment,Saket,60000.0,1600.0,Furnished,2.0
AGENT,1.0,BHK,Apartment,Sheikh Sarai,12000.0,650.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Apartment,Khirki Extension,20000.0,925.0,Semi-Furnished,2.0
AGENT,1.0,BHK,Apartment,Khirki Extension,13500.0,500.0,Furnished,1.0
AGENT,4.0,BHK,Apartment,Defence Colony,175000.0,4500.0,Semi-Furnished,4.0
AGENT,3.0,BHK,Apartment,Panchsheel Enclave,85000.0,2500.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Apartment,Khirki Extension,18000.0,900.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,South Extension 2,125000.0,2550.0,Furnished,3.0
AGENT,2.0,BHK,Independent Floor,Rohini sector 16,11000.0,500.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Independent Floor,Rohini sector 16,18000.0,700.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Apartment,Sheikh Sarai,22000.0,950.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Apartment,Sheikh Sarai,20000.0,850.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Independent House,Sheikh Sarai,45000.0,2000.0,Semi-Furnished,3.0
AGENT,1.0,BHK,Apartment,Sheikh Sarai,30000.0,550.0,Furnished,1.0
AGENT,3.0,BHK,Apartment,Defence Colony,150000.0,3200.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Sheikh Sarai,40000.0,1800.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Greater Kailash,85000.0,2400.0,Furnished,3.0
AGENT,3.0,BHK,Apartment,Greater Kailash,125000.0,3200.0,Furnished,3.0
AGENT,3.0,BHK,Apartment,South Extension 2,175000.0,2700.0,Furnished,3.0
AGENT,3.0,BHK,Apartment,Panchsheel Enclave,80000.0,2500.0,Furnished,3.0
AGENT,3.0,BHK,Apartment,Greater Kailash,75000.0,2200.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Greater Kailash,65000.0,2100.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Defence Colony,210000.0,3100.0,Furnished,3.0
AGENT,1.0,BHK,Apartment,Malviya Nagar,25000.0,600.0,Furnished,1.0
AGENT,1.0,BHK,Apartment,Sheikh Sarai,16500.0,600.0,Furnished,1.0
AGENT,4.0,BHK,Apartment,Greater Kailash,100000.0,4000.0,Furnished,5.0
AGENT,2.0,BHK,Apartment,New Ashok Nagar,10000.0,550.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Mayur Vihar II,19000.0,1150.0,Unfurnished,2.0
AGENT,3.0,BHK,Apartment,Mayur Vihar II,36000.0,2300.0,Unfurnished,3.0
AGENT,3.0,BHK,Apartment,Mayur Vihar II,33000.0,1800.0,Unfurnished,2.0
AGENT,3.0,BHK,Apartment,Mayur Vihar II,35000.0,2200.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Mayur Vihar,20000.0,1800.0,Semi-Furnished,2.0
AGENT,1.0,BHK,Apartment,Mayur Vihar II,12000.0,850.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Apartment,Mayur Vihar II,26000.0,1200.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Mayur Vihar,33000.0,2200.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Mayur Vihar II,30000.0,2000.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Apartment,Mayur Vihar II,20000.0,1000.0,Furnished,2.0
AGENT,2.0,BHK,Apartment,Mayur Vihar II,21000.0,1200.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Sector 10 Dwarka,30000.0,1600.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Independent House,Sainik Farm,50000.0,4000.0,Semi-Furnished,4.0
AGENT,4.0,BHK,Villa,Sainik Farm,80000.0,3500.0,Semi-Furnished,5.0
AGENT,4.0,BHK,Villa,Sainik Farm,110000.0,4000.0,Semi-Furnished,4.0
AGENT,4.0,BHK,Villa,Sainik Farm,75000.0,3500.0,Semi-Furnished,4.0
AGENT,3.0,BHK,Apartment,Greater kailash 1,60000.0,1800.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Apartment,Soami Nagar,50000.0,1600.0,Furnished,2.0
AGENT,2.0,BHK,Apartment,Sarvpriya Vihar,40000.0,1600.0,Semi-Furnished,2.0
AGENT,4.0,BHK,Apartment,Green Park,125000.0,3500.0,Furnished,4.0
AGENT,3.0,BHK,Apartment,Greater Kailash,75000.0,1800.0,Furnished,3.0
AGENT,1.0,BHK,Apartment,Sarvpriya Vihar,32000.0,1000.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Apartment,New Friends Colony,55000.0,2400.0,Semi-Furnished,3.0
AGENT,4.0,BHK,Apartment,New Friends Colony,62000.0,3000.0,Semi-Furnished,4.0
AGENT,4.0,BHK,Apartment,Saket,75000.0,2500.0,Semi-Furnished,4.0
AGENT,3.0,BHK,Apartment,New Friends Colony,65000.0,3200.0,Semi-Furnished,3.0
AGENT,1.0,BHK,Apartment,New Friends Colony,38000.0,1200.0,Furnished,1.0
AGENT,3.0,BHK,Apartment,Panchsheel Enclave,50000.0,2000.0,Semi-Furnished,2.0
AGENT,4.0,BHK,Apartment,Safdarjung Development Area,100000.0,3200.0,Semi-Furnished,4.0
AGENT,3.0,BHK,Apartment,Greater kailash 1,55000.0,1800.0,Furnished,3.0
AGENT,1.0,RK,Studio Apartment,Jangpura,16500.0,600.0,Furnished,1.0
AGENT,1.0,RK,Studio Apartment,Safdarjung Enclave,20000.0,800.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Apartment,East of Kailash,52000.0,1350.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Apartment,Greater Kailash,40000.0,1600.0,Semi-Furnished,2.0
AGENT,4.0,BHK,Independent House,Sainik Farm,125000.0,5000.0,Semi-Furnished,5.0
AGENT,1.0,BHK,Apartment,Jangpura,30000.0,900.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Apartment,Panchsheel Enclave,75000.0,2300.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Panchsheel Enclave,60000.0,2200.0,Semi-Furnished,3.0
AGENT,1.0,BHK,Apartment,Green Park,28000.0,1500.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Apartment,Safdarjung Enclave,38000.0,1500.0,Semi-Furnished,1.0
AGENT,4.0,BHK,Apartment,Sainik Farm,300000.0,5000.0,Semi-Furnished,4.0
AGENT,2.0,BHK,Apartment,Safdarjung Enclave,37000.0,1000.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Jangpura,74000.0,1800.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Jangpura,75000.0,1800.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Jangpura,77000.0,1800.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Safdarjung Enclave,90000.0,2200.0,Semi-Furnished,4.0
AGENT,3.0,BHK,Apartment,Green Park,85000.0,2250.0,Semi-Furnished,3.0
AGENT,5.0,BHK,Villa,Sainik Farm,210000.0,8000.0,Semi-Furnished,6.0
AGENT,3.0,BHK,Apartment,Safdarjung Enclave,100000.0,2700.0,Furnished,3.0
AGENT,1.0,BHK,Apartment,Greater Kailash,40000.0,1400.0,Furnished,2.0
AGENT,1.0,BHK,Apartment,Defence Colony,42000.0,1400.0,Furnished,1.0
AGENT,1.0,BHK,Apartment,Jangpura,48000.0,1400.0,Furnished,1.0
AGENT,2.0,BHK,Apartment,Hauz Khas,48000.0,1400.0,Furnished,2.0
AGENT,2.0,BHK,Apartment,Hauz Khas,45000.0,1500.0,Furnished,2.0
AGENT,2.0,BHK,Apartment,Safdarjung Enclave,32000.0,2800.0,Semi-Furnished,2.0
AGENT,1.0,BHK,Apartment,Safdarjung Enclave,32000.0,1200.0,Semi-Furnished,1.0
AGENT,1.0,RK,Studio Apartment,Safdarjung Enclave,17000.0,500.0,Furnished,1.0
AGENT,3.0,BHK,Apartment,Panchsheel Park,90000.0,3500.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Apartment,Jangpura,34000.0,1000.0,Furnished,2.0
AGENT,3.0,BHK,Apartment,Green Park,48000.0,1800.0,Semi-Furnished,2.0
AGENT,1.0,BHK,Apartment,Safdarjung Development Area,38000.0,1500.0,Furnished,1.0
AGENT,3.0,BHK,Apartment,Sheikh Sarai,90000.0,3000.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Green Park,50000.0,1800.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Sheikh Sarai,100000.0,3000.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Independent Floor,Safdarjung Development Area,35000.0,1400.0,Semi-Furnished,2.0
AGENT,4.0,BHK,Apartment,Sheikh Sarai,60000.0,2500.0,Semi-Furnished,4.0
AGENT,4.0,BHK,Independent Floor,Safdarjung Enclave,100000.0,2700.0,Semi-Furnished,4.0
AGENT,2.0,BHK,Apartment,Defence Colony,65000.0,1800.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Jangpura,35000.0,1000.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Lajpat Nagar,30000.0,1000.0,Furnished,2.0
AGENT,1.0,BHK,Independent Floor,Panchsheel Enclave,40000.0,1500.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Independent Floor,South Extension 1,65000.0,2200.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Gulmohar park,60000.0,1800.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Apartment,Khirki Extension,15500.0,650.0,Furnished,1.0
AGENT,1.0,RK,Studio Apartment,Defence Colony,35000.0,450.0,Furnished,1.0
AGENT,1.0,BHK,Independent House,New Ashok Nagar,11000.0,650.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Independent House,New Ashok Nagar,11500.0,750.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Independent House,New Ashok Nagar,11500.0,670.0,Semi-Furnished,1.0
AGENT,4.0,BHK,Apartment,Sector 11 Dwarka,32000.0,2300.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Sector 5 Dwarka,25000.0,1800.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Apartment,Sector 3 Dwarka,22000.0,1100.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Apartment,Sector 10 Dwarka,20000.0,1100.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Sector-7 Rohini,20000.0,850.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Greater Kailash,75000.0,1800.0,Furnished,3.0
AGENT,3.0,BHK,Apartment,Sector 10 Dwarka,36000.0,1800.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Apartment,Sector 13 Dwarka,22000.0,1800.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Sector 19 Dwarka,28000.0,680.0,Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Sector 19 Dwarka,24000.0,680.0,Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Sector 19 Dwarka,26000.0,680.0,Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Sector 19 Dwarka,25000.0,680.0,Furnished,2.0
AGENT,2.0,BHK,Apartment,Sector-18 Dwarka,26000.0,1300.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Sector 7 Dwarka,30000.0,1750.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Independent Floor,Sector 6 Rohini,20000.0,650.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Saket,40000.0,1800.0,Unfurnished,2.0
AGENT,2.0,BHK,Apartment,Sector 9 Dwarka,21000.0,1000.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Apartment,Sector 19 Dwarka,27000.0,900.0,Furnished,2.0
AGENT,3.0,BHK,Apartment,Sector 4 Dwarka,35000.0,1700.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Independent Floor,Sector 8 Dwarka,30000.0,1800.0,Semi-Furnished,2.0
AGENT,1.0,RK,Studio Apartment,New Ashok Nagar,7200.0,250.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Independent Floor,Patel Nagar,70000.0,1800.0,Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Patel Nagar,65000.0,1800.0,Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Patel Nagar,48000.0,1800.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Patel Nagar,49000.0,1800.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Patel Nagar,50000.0,1800.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Rajinder Nagar,55000.0,1150.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Patel Nagar,45000.0,1800.0,Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Patel Nagar,47000.0,1800.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Patel Nagar,46000.0,1800.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Patel Nagar,45000.0,1800.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Rajinder Nagar,38000.0,1150.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Rajinder Nagar,36000.0,900.0,Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Rajinder Nagar,42000.0,1150.0,Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Rajinder Nagar,43000.0,1150.0,Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Rajinder Nagar,44000.0,1150.0,Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Rajinder Nagar,45000.0,1150.0,Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Sri Niwaspuri,41000.0,1150.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Rajinder Nagar,39000.0,1150.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Rajinder Nagar,75000.0,1800.0,Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Rajinder Nagar,70000.0,1800.0,Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Rajinder Nagar,65000.0,1800.0,Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Rajinder Nagar,40000.0,1150.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Independent Floor,Rajinder Nagar,35000.0,900.0,Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Rajinder Nagar,50000.0,1150.0,Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Rajinder Nagar,41000.0,1150.0,Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Rajinder Nagar,40000.0,1150.0,Furnished,3.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,15000.0,550.0,Furnished,2.0
AGENT,3.0,BHK,Apartment,Greater Kailash,111000.0,2000.0,Semi-Furnished,3.0
AGENT,1.0,BHK,Apartment,Sector 23 Dwarka,9000.0,415.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Independent Floor,Chittaranjan Park,60000.0,1400.0,Furnished,3.0
AGENT,1.0,RK,Studio Apartment,New Ashok Nagar,6000.0,600.0,Unfurnished,1.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,9000.0,450.0,Unfurnished,1.0
AGENT,1.0,RK,Studio Apartment,New Ashok Nagar,7500.0,350.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Independent Floor,New Ashok Nagar,19000.0,1200.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,11000.0,550.0,Semi-Furnished,2.0
AGENT,1.0,RK,Studio Apartment,New Ashok Nagar,8000.0,300.0,Semi-Furnished,1.0
AGENT,1.0,RK,Studio Apartment,New Ashok Nagar,7000.0,250.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Independent Floor,Greater Kailash,16000.0,600.0,Furnished,1.0
AGENT,3.0,BHK,Apartment,Sector 19 Dwarka,30000.0,1650.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Apartment,Chattarpur,14000.0,800.0,Semi-Furnished,2.0
AGENT,5.0,BHK,Independent Floor,Panchsheel Park,450000.0,4500.0,Semi-Furnished,5.0
AGENT,2.0,BHK,Independent Floor,Rohini sector 16,10000.0,550.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Independent Floor,Sector 15 Rohini,10000.0,500.0,Unfurnished,1.0
AGENT,2.0,BHK,Independent Floor,Rohini sector 16,17000.0,700.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Defence Colony,180000.0,2200.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Defence Colony,135000.0,1650.0,Furnished,3.0
AGENT,3.0,BHK,Apartment,Chittaranjan Park,45000.0,1400.0,Semi-Furnished,3.0
AGENT,4.0,BHK,Independent Floor,Sector 12 Dwarka,45000.0,1900.0,Semi-Furnished,4.0
AGENT,3.0,BHK,Apartment,Sector 10 Dwarka,35000.0,1650.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Sector 7 Dwarka,26000.0,1700.0,Semi-Furnished,3.0
AGENT,4.0,BHK,Independent Floor,Rajouri Garden,75000.0,3500.0,Semi-Furnished,4.0
AGENT,4.0,BHK,Independent Floor,Rajouri Garden,75000.0,3200.0,Semi-Furnished,5.0
AGENT,2.0,BHK,Independent Floor,Sector 3 Rohini,25000.0,600.0,Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Sector 3 Rohini,30000.0,1000.0,Furnished,2.0
AGENT,1.0,RK,Studio Apartment,New Ashok Nagar,5050.0,320.0,Unfurnished,1.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,10200.0,610.0,Unfurnished,1.0
